person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,52000,3,2.0,4,B,3625,10.59,1,0.07,0,2
25,37980,0,7.0,4,A,3500,6.03,0,0.09,0,2
26,38000,0,1.0,2,A,8875,7.51,0,0.23,0,2
23,38000,0,5.0,5,B,4000,12.42,0,0.11,0,3
21,27996,3,5.0,1,A,3700,8.0,0,0.13,0,3
23,36000,3,4.0,0,B,3700,9.25,0,0.1,0,2
23,38000,0,5.0,4,A,5400,7.9,0,0.14,0,3
22,60000,3,0.0,1,B,3700,10.37,0,0.06,0,4
23,75000,3,2.0,0,A,3700,6.03,0,0.05,0,2
23,38000,0,5.0,1,B,8000,12.69,0,0.21,0,3
23,33000,3,0.0,0,A,3725,6.54,0,0.11,0,2
23,120000,3,3.0,5,A,3725,8.49,0,0.03,0,2
23,21000,3,3.0,0,D,3750,15.65,1,0.18,0,2
21,38000,0,5.0,1,C,7000,13.49,0,0.18,1,3
22,38000,0,3.0,0,A,6000,7.51,0,0.16,0,4
22,27804,3,2.0,3,C,3750,13.85,0,0.13,1,4
25,38000,0,9.0,2,A,5400,8.9,0,0.14,0,2
22,38000,0,4.0,3,A,18000,8.9,0,0.47,0,2
22,11000,3,3.0,2,B,3800,8.88,1,0.35,0,4
25,19200,3,0.0,0,C,3800,14.35,1,0.2,1,4
21,25000,3,0.0,0,A,3800,8.59,0,0.15,0,2
23,26400,3,7.0,0,A,3800,7.9,0,0.14,0,4
25,30004,3,3.0,0,D,3800,14.84,1,0.13,0,2
22,34000,3,4.0,3,D,3800,18.25,1,0.11,1,4
22,43000,3,4.0,1,A,3800,6.99,0,0.09,0,4
26,47000,3,8.0,4,C,3800,13.49,0,0.08,0,3
23,55000,3,1.0,3,A,3800,6.76,0,0.07,0,4
23,69000,3,4.0,1,D,3800,15.28,1,0.06,1,3
23,108000,3,1.0,3,C,3800,14.26,0,0.04,1,4
26,26000,3,2.0,0,C,3825,14.27,0,0.15,0,4
22,38000,0,6.0,0,A,8500,5.42,0,0.22,0,2
22,28500,3,3.0,5,C,3825,15.96,1,0.13,0,3
22,38000,0,2.0,3,B,8000,9.99,0,0.21,0,3
24,40000,3,1.0,5,B,3825,10.0,0,0.1,0,4
25,38000,0,9.0,2,A,9000,6.99,0,0.24,0,4
23,38000,2,2.0,5,C,5000,12.99,0,0.13,0,4
24,32000,3,2.0,1,C,3850,12.68,0,0.12,1,4
22,38000,0,6.0,1,A,4500,5.79,0,0.12,0,2
23,48500,3,5.0,0,A,3850,8.49,0,0.08,0,4
24,38000,0,8.0,4,B,5000,10.0,0,0.13,0,3
22,26000,3,2.0,3,A,3900,7.51,0,0.15,0,3
25,38000,0,4.0,4,A,6000,5.42,0,0.16,0,2
24,40000,3,1.0,1,C,3900,12.23,0,0.1,1,3
25,44500,3,0.0,5,B,3900,10.99,0,0.09,0,2
23,38000,2,0.0,5,B,17500,11.11,0,0.46,0,4
22,45000,3,1.0,1,A,3950,6.92,0,0.09,0,4
22,12000,3,1.0,5,B,4000,9.76,1,0.33,0,3
22,12600,3,2.0,4,B,4000,10.37,1,0.32,0,4
22,38000,0,5.0,1,B,4200,9.25,0,0.11,0,2
25,32000,0,4.0,0,B,8000,10.36,1,0.25,0,2
24,13000,3,4.0,4,B,4000,9.88,1,0.31,0,2
22,38000,0,5.0,1,B,4800,9.99,0,0.13,0,3
25,13000,3,2.0,4,D,4000,15.65,1,0.31,1,3
24,13200,3,6.0,5,D,4000,15.65,1,0.3,1,3
24,13200,3,1.0,1,A,4000,5.79,1,0.3,0,3
21,13200,3,2.0,2,A,4000,6.39,1,0.3,0,3
22,14400,3,4.0,2,A,4000,7.29,1,0.28,0,4
22,38000,0,6.0,3,A,4000,6.76,0,0.11,0,2
24,38000,0,4.0,2,A,8000,7.14,0,0.21,0,3
23,14400,3,0.0,5,B,4000,10.74,1,0.28,0,3
21,38000,2,5.0,1,B,14000,11.12,0,0.37,0,3
24,38000,2,0.0,5,C,8500,13.11,0,0.22,0,2
22,14400,3,0.0,5,D,4000,14.61,1,0.28,0,2
22,14400,3,0.0,0,C,4000,10.91,1,0.28,1,2
25,38000,0,3.0,3,B,1500,10.62,0,0.04,0,3
22,15000,3,3.0,1,B,4000,10.08,1,0.27,0,2
26,32000,0,10.0,3,D,15000,15.33,1,0.47,0,3
24,15600,3,3.0,3,E,4000,16.32,1,0.26,0,2
22,15996,3,3.0,1,C,4000,13.35,1,0.25,1,2
22,16800,3,2.0,0,C,4000,14.27,1,0.24,0,4
22,16800,3,2.0,4,B,4000,10.25,1,0.24,0,4
21,17500,3,0.0,0,C,4000,13.22,1,0.23,1,4
24,38000,0,3.0,2,B,16000,10.99,0,0.42,0,3
22,18000,3,6.0,3,B,4000,11.49,1,0.22,0,4
23,18000,3,5.0,4,B,4000,10.99,1,0.22,0,2
24,18000,3,2.0,1,C,4000,12.87,1,0.22,1,4
25,18000,3,0.0,0,C,4000,13.22,1,0.22,1,4
22,18000,3,1.0,1,C,4000,10.91,1,0.22,1,4
23,18720,3,2.0,1,D,4000,15.62,1,0.21,0,4
21,19000,3,3.0,1,C,4000,14.35,1,0.21,1,3
25,19200,3,6.0,1,E,4000,19.03,1,0.21,1,4
21,38000,2,1.0,3,A,5000,8.94,0,0.13,0,2
24,19200,3,1.0,3,C,4000,14.35,1,0.21,1,4
22,38000,0,5.0,0,B,10000,12.21,0,0.26,0,3
22,38000,0,4.0,5,D,4000,14.42,0,0.11,1,2
22,19200,3,0.0,5,B,4000,10.25,1,0.21,0,3
25,19404,3,0.0,0,A,4000,8.63,1,0.21,0,3
22,38000,0,4.0,3,A,1950,7.37,0,0.05,0,3
25,20000,3,2.0,5,A,4000,7.29,0,0.2,0,3
23,20000,3,6.0,4,C,4000,12.23,0,0.2,1,2
22,20000,3,1.0,1,B,4000,11.89,0,0.2,0,3
26,20000,3,0.0,4,C,4000,13.79,0,0.2,1,4
22,20000,3,2.0,1,B,4000,9.45,0,0.2,0,4
26,20004,3,2.0,0,B,4000,12.18,0,0.2,0,4
23,20400,3,3.0,0,A,4000,8.94,0,0.2,0,4
24,21000,3,0.0,1,C,4000,13.43,0,0.19,0,2
21,21000,3,2.0,0,B,4000,11.86,0,0.19,0,2
26,21000,3,0.0,3,B,4000,11.36,0,0.19,0,2
26,38004,0,3.0,5,C,10000,13.35,0,0.26,0,2
24,22000,3,0.0,4,B,4000,11.36,1,0.18,0,3
24,22000,3,3.0,3,C,4000,13.92,0,0.18,0,3
25,23400,3,3.0,3,B,4000,12.42,0,0.17,0,3
25,23920,3,0.0,3,C,4000,14.35,0,0.17,0,2
21,24000,3,2.0,3,D,4000,14.84,1,0.17,1,2
25,38014,0,4.0,2,A,10000,8.49,0,0.26,0,3
24,24000,3,2.0,5,A,4000,8.59,0,0.17,0,3
24,24000,3,0.0,5,B,4000,12.21,0,0.17,0,2
26,38100,0,6.0,5,A,3900,7.9,0,0.1,0,3
23,24000,3,4.0,3,C,4000,11.66,0,0.17,0,4
22,38117,0,0.0,4,B,13500,11.83,0,0.35,0,4
25,24000,3,2.0,5,A,4000,7.75,0,0.17,0,3
23,38160,0,5.0,3,B,12000,10.38,0,0.31,0,4
24,24996,3,0.0,4,B,4000,9.45,0,0.16,0,3
22,25000,3,2.0,5,B,4000,12.69,0,0.16,0,3
22,25000,3,0.0,0,B,4000,10.36,0,0.16,0,2
21,25200,3,1.0,4,A,4000,8.49,0,0.16,0,4
22,32213,0,3.0,3,C,8000,13.47,1,0.25,1,4
26,38244,0,6.0,0,A,18000,9.63,0,0.47,0,3
22,25440,3,6.0,1,A,4000,5.42,0,0.16,0,4
23,26000,3,0.0,4,A,4000,6.76,0,0.15,0,3
23,26000,3,1.0,4,C,4000,12.87,1,0.15,1,3
26,38376,0,3.0,1,A,14500,7.88,0,0.38,0,3
26,26400,3,0.0,1,A,4000,7.9,0,0.15,0,2
23,26400,3,8.0,1,C,4000,14.17,1,0.15,0,2
24,26400,3,4.0,3,C,4000,13.72,0,0.15,0,2
22,27000,3,0.0,4,A,4000,5.79,0,0.15,0,2
24,27000,3,8.0,3,B,4000,10.75,0,0.15,0,4
23,38400,0,6.0,1,A,8000,6.62,0,0.21,0,4
22,27000,3,6.0,1,A,4000,7.14,0,0.15,0,2
21,27000,3,5.0,3,D,4000,15.58,1,0.15,1,2
23,27040,3,2.0,5,C,4000,12.29,0,0.15,1,4
22,27600,3,3.0,3,A,4000,5.42,0,0.14,0,4
25,38400,2,9.0,1,A,1000,6.62,0,0.03,0,2
25,27993,3,2.0,3,C,4000,12.99,0,0.14,0,2
23,28000,3,0.0,1,A,4000,8.9,0,0.14,0,4
21,28000,3,2.0,1,C,4000,15.23,0,0.14,0,2
25,28000,3,6.0,5,A,4000,6.39,0,0.14,0,3
25,28008,3,5.0,3,B,4000,10.0,0,0.14,0,2
24,28704,3,3.0,0,B,4000,9.63,0,0.14,0,3
22,38400,2,5.0,1,C,10000,13.99,0,0.26,0,2
23,28800,3,0.0,1,A,4000,5.42,0,0.14,0,2
22,28800,3,2.0,0,C,4000,13.48,0,0.14,0,2
26,38400,2,2.0,1,B,5550,9.99,0,0.14,0,2
24,29000,3,0.0,5,B,4000,9.45,0,0.14,0,3
24,38400,0,7.0,3,C,15000,15.23,0,0.39,0,2
26,38400,2,1.0,4,B,15500,11.99,0,0.4,0,3
23,29700,3,2.0,5,B,4000,10.74,0,0.13,0,4
22,30000,3,3.0,1,A,4000,7.9,0,0.13,0,3
24,30000,3,2.0,5,A,4000,5.99,0,0.13,0,2
24,30000,3,1.0,5,A,4000,7.49,0,0.13,0,4
24,38400,0,8.0,2,B,10000,10.99,0,0.26,0,2
25,30000,3,6.0,1,D,4000,16.49,0,0.13,1,3
25,38400,2,4.0,5,C,12500,13.06,0,0.33,1,2
25,30000,3,4.0,1,C,4000,13.49,0,0.13,1,4
22,30000,3,3.0,4,B,4000,11.49,0,0.13,0,3
22,38400,0,4.0,0,A,10000,5.42,0,0.26,0,2
23,38400,2,5.0,1,B,7675,10.0,0,0.2,0,4
25,38400,0,2.0,0,A,10000,7.29,0,0.26,0,2
23,38400,0,7.0,5,B,5000,10.37,0,0.13,0,4
23,30000,3,0.0,0,B,4000,10.36,0,0.13,0,3
23,30000,3,0.0,3,B,4000,10.36,0,0.13,0,4
23,38400,0,0.0,4,B,5000,9.25,0,0.13,0,3
26,30000,3,4.0,5,B,4000,10.75,0,0.13,0,3
22,30000,3,0.0,5,D,4000,15.21,1,0.13,0,2
25,38400,0,5.0,3,A,5700,6.17,0,0.15,0,2
26,38400,0,5.0,0,A,6000,7.51,0,0.16,0,3
26,30000,3,1.0,4,B,4000,11.83,1,0.13,0,4
25,30000,3,6.0,1,B,4000,9.76,0,0.13,0,3
24,30000,3,1.0,1,C,4000,11.34,0,0.13,0,3
25,30900,3,1.0,5,D,4000,12.61,1,0.13,0,3
24,38400,0,7.0,1,C,10000,14.72,0,0.26,0,2
26,31104,3,1.0,0,B,4000,9.99,0,0.13,0,3
24,31200,3,3.0,0,B,4000,12.42,0,0.13,0,4
25,38400,0,9.0,5,B,12000,10.38,0,0.31,0,3
22,38400,2,6.0,4,C,10000,14.72,0,0.26,0,3
22,38400,0,6.0,4,A,8500,7.14,0,0.22,0,3
23,31200,3,2.0,0,A,4000,8.59,0,0.13,0,3
24,31609,3,4.0,3,C,4000,13.92,0,0.13,1,4
21,32400,0,3.0,4,C,1750,13.61,1,0.05,1,4
22,32000,3,0.0,5,A,4000,5.42,0,0.13,0,4
23,38400,0,5.0,1,A,10000,7.14,0,0.26,0,3
25,32000,3,1.0,3,B,4000,11.49,0,0.13,0,4
24,32000,3,2.0,2,E,4000,17.93,1,0.13,0,3
23,32000,3,0.0,4,A,4000,7.68,0,0.13,0,4
26,32400,3,9.0,3,C,4000,14.27,0,0.12,0,2
25,32400,3,6.0,3,B,4000,10.08,0,0.12,0,2
24,32500,3,5.0,3,D,4000,16.29,0,0.12,1,3
24,38400,1,0.0,5,E,8000,16.0,0,0.21,1,2
23,38400,2,7.0,4,D,6000,13.24,0,0.16,1,3
25,32640,3,4.0,0,C,4000,12.73,0,0.12,1,4
23,32993,3,6.0,3,B,4000,11.71,1,0.12,0,4
22,38423,0,6.0,1,A,2000,8.49,0,0.05,0,3
24,38450,0,6.0,4,A,5500,7.49,0,0.14,0,4
22,32484,0,6.0,2,A,6250,7.51,1,0.19,0,4
25,38496,0,7.0,1,A,8000,6.03,0,0.21,0,4
26,32496,0,8.0,0,D,4200,16.02,1,0.13,0,3
22,33000,3,5.0,0,A,4000,7.88,0,0.12,0,4
23,33000,3,3.0,0,B,4000,10.96,0,0.12,0,4
26,33227,3,2.0,1,B,4000,9.88,0,0.12,0,3
21,38500,0,5.0,4,A,6500,7.51,0,0.17,0,3
23,34000,3,4.0,3,B,4000,12.69,0,0.12,0,2
23,34500,3,3.0,0,B,4000,11.49,0,0.12,0,4
22,38628,0,6.0,0,B,4800,9.99,0,0.12,0,4
22,32644,0,6.0,5,E,13750,16.45,1,0.42,1,4
20,32652,0,0.0,4,D,6000,14.61,1,0.18,0,4
23,38667,0,2.0,3,C,4800,11.91,0,0.12,0,4
25,35000,3,4.0,5,D,4000,16.29,0,0.11,1,2
25,29000,3,1.0,2,D,4000,14.54,1,0.14,1,3
21,29000,3,0.0,1,D,4000,14.83,1,0.14,0,4
25,35000,3,4.0,1,A,4000,7.51,0,0.11,0,3
25,38880,0,1.0,4,A,9500,7.51,0,0.24,0,4
22,29000,3,5.0,1,D,4000,15.33,1,0.14,1,4
24,29000,3,1.0,3,B,4000,9.96,1,0.14,0,3
26,38904,0,1.0,2,B,10000,12.21,0,0.26,0,2
25,35500,3,5.0,3,B,4000,10.99,0,0.11,0,3
26,30000,3,3.0,3,C,4000,14.27,1,0.13,1,2
22,36000,3,0.0,3,A,4000,5.42,0,0.11,0,3
22,36000,3,3.0,1,A,4000,5.42,0,0.11,0,2
25,36000,3,2.0,4,C,4000,13.61,0,0.11,1,3
22,30000,3,1.0,1,D,4000,14.96,1,0.13,1,2
24,36000,3,0.0,0,A,4000,7.4,0,0.11,0,4
22,36000,3,0.0,4,A,4000,8.94,0,0.11,0,4
26,36000,3,0.0,4,B,4000,10.14,0,0.11,0,2
23,36300,3,0.0,5,A,4000,7.68,0,0.11,0,2
22,37000,3,2.0,1,B,4000,10.95,0,0.11,0,2
21,37000,3,0.0,4,B,4000,10.08,0,0.11,0,3
21,37200,3,5.0,3,C,4000,13.49,0,0.11,1,4
23,38000,3,3.0,3,C,4000,14.26,0,0.11,0,4
22,39000,0,4.0,4,B,3250,10.99,0,0.08,0,2
25,39000,0,9.0,2,C,3000,13.99,0,0.08,1,3
22,38400,3,5.0,1,B,4000,10.59,0,0.1,0,3
23,38400,3,7.0,4,B,4000,10.59,0,0.1,0,2
22,38400,3,4.0,1,C,4000,12.99,0,0.1,0,2
21,39000,0,5.0,1,A,1000,7.49,0,0.03,0,3
24,38400,3,4.0,0,A,4000,7.29,0,0.1,0,3
25,38400,3,2.0,1,B,4000,12.53,0,0.1,0,4
23,38850,3,0.0,1,C,4000,12.72,0,0.1,1,2
25,39000,3,4.0,3,A,4000,7.88,0,0.1,0,4
24,39000,3,3.0,3,D,4000,14.61,0,0.1,1,4
24,39000,0,3.0,2,A,5600,5.42,0,0.14,0,4
23,39000,0,3.0,1,C,5000,12.98,0,0.13,0,4
26,39000,0,10.0,5,A,9500,6.91,0,0.24,0,3
25,39000,0,9.0,3,A,4500,6.54,0,0.12,0,4
26,33000,0,0.0,2,C,9000,13.72,1,0.27,0,2
25,39000,0,6.0,0,A,6000,7.51,0,0.15,0,2
22,40000,3,1.0,1,B,4000,12.69,0,0.1,0,3
23,40000,3,3.0,1,C,4000,13.8,0,0.1,1,3
24,40000,3,3.0,0,A,4000,5.42,0,0.1,0,2
23,39000,0,8.0,1,A,10000,7.51,0,0.26,0,2
21,33000,0,2.0,2,A,3250,7.14,1,0.1,0,3
21,40000,3,3.0,1,A,4000,7.51,0,0.1,0,2
22,40000,3,2.0,4,B,4000,11.49,0,0.1,0,4
22,40000,3,0.0,4,A,4000,7.43,0,0.1,0,4
26,40200,3,1.0,1,A,4000,6.76,0,0.1,0,4
23,35000,3,2.0,2,B,4000,12.18,1,0.11,0,4
23,39000,0,0.0,5,C,3000,12.53,0,0.08,1,4
23,41004,3,1.0,3,A,4000,7.68,0,0.1,0,4
24,35200,3,1.0,3,D,4000,16.0,1,0.11,1,3
21,42000,3,4.0,1,B,4000,12.42,0,0.1,0,3
23,42000,3,0.0,5,B,4000,10.59,0,0.1,0,2
26,33000,0,1.0,0,C,12000,10.91,1,0.36,1,3
21,36000,3,5.0,2,C,4000,12.99,1,0.11,0,4
23,36000,3,7.0,3,B,4000,10.99,1,0.11,0,4
23,39120,2,4.0,3,B,7000,11.71,0,0.18,0,3
22,39124,2,6.0,5,A,5000,7.74,0,0.13,0,4
25,33168,0,9.0,4,C,6000,15.96,1,0.18,0,4
26,36000,3,2.0,4,D,4000,14.54,1,0.11,0,2
22,42000,3,4.0,5,D,4000,14.09,0,0.1,0,4
22,42000,3,3.0,3,B,4000,8.88,0,0.1,0,4
23,39216,0,5.0,5,C,10000,13.49,0,0.25,0,3
23,42000,3,2.0,5,A,4000,5.79,0,0.1,0,4
22,39300,0,6.0,3,B,7000,9.62,0,0.18,0,4
22,39300,0,5.0,1,D,5325,14.59,0,0.14,1,3
22,42000,3,0.0,5,C,4000,13.22,0,0.1,0,3
25,42500,3,0.0,3,C,4000,12.99,0,0.09,0,3
22,39396,0,1.0,1,A,5000,6.62,0,0.13,0,4
24,43000,3,8.0,5,B,4000,12.69,0,0.09,0,2
24,39456,2,8.0,4,A,1325,6.62,0,0.03,0,2
23,39456,2,7.0,1,A,14000,7.29,0,0.35,0,3
25,43000,3,9.0,3,C,4000,12.99,0,0.09,0,4
26,39600,3,3.0,1,A,4000,5.79,1,0.1,0,4
25,45600,3,2.0,3,A,4000,6.54,0,0.09,0,3
23,39500,0,3.0,0,C,10000,14.22,0,0.25,1,2
22,41000,3,7.0,4,A,4000,7.51,1,0.1,0,3
25,41000,3,1.0,4,D,4000,14.84,1,0.1,1,4
23,47004,3,3.0,1,C,4000,12.53,0,0.09,1,4
24,47088,3,8.0,0,A,4000,6.62,0,0.08,0,4
22,48000,3,6.0,1,B,4000,9.91,0,0.08,0,3
21,39600,2,5.0,4,A,3500,6.62,0,0.09,0,3
26,48000,3,3.0,5,A,4000,5.79,0,0.08,0,2
25,48000,3,0.0,5,A,4000,7.29,0,0.08,0,4
25,39600,0,5.0,2,B,4800,12.42,0,0.12,0,4
24,42000,3,8.0,2,B,4000,11.86,1,0.1,0,2
24,42000,3,2.0,2,C,4000,12.73,1,0.1,1,3
25,39600,0,9.0,4,B,5000,8.88,0,0.13,0,3
23,39600,0,7.0,3,A,6000,7.88,0,0.15,0,3
23,39600,0,8.0,1,A,8250,9.32,0,0.21,0,2
26,33660,0,0.0,0,A,4500,5.99,1,0.13,0,2
24,44000,3,1.0,0,D,4000,17.58,1,0.09,0,2
24,50000,3,1.0,2,A,4000,5.42,0,0.08,0,2
26,39672,0,10.0,4,D,11500,15.7,0,0.29,0,4
23,39689,2,1.0,5,C,13000,13.57,0,0.33,1,2
23,39700,0,8.0,1,A,8400,7.51,0,0.21,0,4
24,50000,3,6.0,4,A,4000,7.66,0,0.08,0,4
25,50000,3,2.0,0,B,4000,10.37,0,0.08,0,2
23,50000,3,1.0,3,A,4000,5.42,0,0.08,0,2
23,39800,0,5.0,3,B,9750,10.99,0,0.24,0,3
25,50000,3,6.0,3,A,4000,6.92,0,0.08,0,4
23,50000,3,3.0,1,C,4000,12.61,0,0.08,1,2
24,50000,3,1.0,5,A,4000,7.88,0,0.08,0,3
23,50000,3,4.0,5,D,4000,14.96,0,0.08,0,3
22,50000,3,7.0,3,A,4000,7.4,0,0.08,0,2
25,50000,3,3.0,1,D,4000,14.61,0,0.08,0,2
22,50004,3,2.0,0,A,4000,6.92,0,0.08,0,2
24,50004,3,5.0,1,A,4000,7.88,0,0.08,0,2
22,44582,3,6.0,2,A,4000,5.99,1,0.09,0,4
26,39990,0,3.0,2,C,2400,14.27,0,0.06,1,2
21,50808,3,2.0,1,A,4000,6.17,0,0.08,0,4
22,39996,0,7.0,3,B,6000,12.42,0,0.15,0,4
24,39996,0,1.0,4,B,3000,9.91,0,0.08,0,4
23,50952,3,0.0,1,C,4000,11.54,0,0.08,1,4
24,45000,3,0.0,0,D,4000,15.99,1,0.09,0,4
23,51600,3,6.0,4,B,4000,9.91,0,0.08,0,3
24,39996,0,4.0,1,C,5000,14.82,0,0.13,1,3
23,45630,3,0.0,0,E,4000,19.29,1,0.09,1,3
23,51996,3,7.0,0,C,4000,13.98,0,0.08,1,2
24,52000,3,3.0,0,B,4000,10.37,0,0.08,0,3
23,39996,2,1.0,3,B,11000,9.63,0,0.28,0,3
24,52000,3,3.0,3,B,4000,9.88,0,0.08,0,2
25,46392,3,9.0,0,D,4000,16.32,1,0.09,1,3
22,53285,3,0.0,1,A,4000,7.9,0,0.08,0,4
24,53636,3,8.0,1,B,4000,10.62,0,0.07,0,2
23,48000,3,8.0,4,B,4000,10.37,1,0.08,0,3
25,54000,3,2.0,1,B,4000,11.89,0,0.07,0,2
26,54996,3,0.0,4,A,4000,7.51,0,0.07,0,4
23,55000,3,8.0,3,B,4000,10.99,0,0.07,0,2
26,55000,3,0.0,1,A,4000,6.92,0,0.07,0,4
21,55000,3,5.0,0,C,4000,13.35,0,0.07,1,2
23,55000,3,5.0,4,B,4000,11.86,0,0.07,0,4
23,55000,3,4.0,3,B,4000,12.53,0,0.07,0,2
24,55000,3,0.0,1,B,4000,11.26,0,0.07,0,4
23,56000,3,7.0,5,C,4000,15.23,0,0.07,1,4
23,39996,0,5.0,1,A,10000,7.51,0,0.25,0,3
21,57000,3,6.0,1,A,4000,7.49,0,0.07,0,4
21,39996,0,5.0,4,B,8000,10.25,0,0.2,0,4
23,57500,3,1.0,5,B,4000,8.88,0,0.07,0,2
23,39996,0,3.0,1,A,3600,7.51,0,0.09,0,4
21,39996,0,6.0,1,C,13000,13.48,0,0.33,0,2
23,57600,3,1.0,0,A,4000,7.75,0,0.07,0,2
26,39996,2,10.0,5,C,7000,13.57,0,0.18,1,3
23,58000,3,1.0,5,B,4000,10.74,0,0.07,0,2
22,58000,3,5.0,1,B,4000,10.0,0,0.07,0,4
23,58320,3,4.0,3,B,4000,10.37,0,0.07,0,2
22,39996,0,6.0,0,A,6000,8.0,0,0.15,0,3
26,52800,3,4.0,4,B,4000,9.99,1,0.08,0,3
22,60000,3,6.0,1,A,4000,7.51,0,0.07,0,3
23,60000,3,7.0,1,D,4000,15.33,0,0.07,1,2
23,60000,3,1.0,1,B,4000,11.83,0,0.07,0,3
26,54000,3,0.0,3,C,4000,13.47,1,0.07,0,2
22,60000,3,6.0,4,B,4000,12.21,0,0.07,0,3
24,39996,0,8.0,0,C,7500,12.22,0,0.19,0,4
26,62000,3,1.0,1,C,4000,13.06,0,0.06,1,2
26,39996,0,10.0,5,A,6500,8.32,0,0.16,0,3
23,62000,3,3.0,4,C,4000,10.59,0,0.06,1,3
24,56400,3,0.0,1,E,4000,14.75,1,0.07,1,2
25,62500,3,9.0,1,A,4000,8.9,0,0.06,0,3
25,62500,3,6.0,0,B,4000,10.37,0,0.06,0,3
21,63000,3,0.0,1,B,4000,11.49,0,0.06,0,3
22,40000,0,6.0,4,B,14400,12.69,0,0.36,0,3
22,40000,0,6.0,3,A,9875,7.9,0,0.25,0,4
24,65000,3,0.0,0,A,4000,7.51,0,0.06,0,3
25,65000,3,3.0,4,A,4000,6.62,0,0.06,0,2
26,40000,0,10.0,2,C,12000,13.49,0,0.3,0,2
24,65000,3,1.0,3,A,4000,5.42,0,0.06,0,2
23,65000,3,1.0,4,A,4000,7.49,0,0.06,0,4
25,65499,3,9.0,5,C,4000,12.23,0,0.06,0,4
23,40000,0,5.0,1,B,18000,9.91,0,0.45,0,2
23,61000,3,2.0,0,D,4000,16.0,1,0.07,1,4
23,67450,3,8.0,1,A,4000,6.76,0,0.06,0,3
22,40000,0,5.0,0,C,12000,13.49,0,0.3,0,2
25,68000,3,0.0,5,A,4000,6.76,0,0.06,0,2
22,63000,3,6.0,2,B,4000,11.12,1,0.06,0,2
23,69360,3,5.0,0,A,4000,7.74,0,0.06,0,3
21,70000,3,5.0,1,A,4000,7.9,0,0.06,0,2
26,70000,3,4.0,0,A,4000,5.99,0,0.06,0,4
24,70000,3,8.0,5,C,4000,13.49,0,0.06,1,4
23,40000,0,0.0,0,B,6000,10.65,0,0.15,0,4
26,70000,3,4.0,5,C,4000,13.06,0,0.06,1,4
26,70000,3,5.0,4,C,4000,13.85,0,0.06,0,4
23,34000,0,3.0,5,C,12000,14.27,1,0.35,0,4
24,72000,3,4.0,0,A,4000,7.88,0,0.06,0,3
25,75000,3,4.0,4,B,4000,11.49,0,0.05,0,2
22,40000,0,6.0,3,A,5000,6.03,0,0.13,0,2
22,34000,0,6.0,3,B,4500,11.71,1,0.13,0,2
25,40000,0,7.0,1,A,2100,6.03,0,0.05,0,2
23,40000,0,7.0,5,A,5000,6.62,0,0.13,0,4
24,40000,0,1.0,3,B,7500,12.42,0,0.19,0,4
22,77250,3,3.0,4,B,4000,11.71,0,0.05,0,3
24,40000,0,6.0,1,B,5400,12.42,0,0.14,0,3
25,80000,3,2.0,0,B,4000,10.59,0,0.05,0,3
22,40000,0,2.0,1,A,10000,6.03,0,0.25,0,3
23,80000,3,3.0,1,D,4000,14.46,0,0.05,1,4
22,80000,3,6.0,1,B,4000,11.12,0,0.05,0,4
22,40000,0,3.0,3,B,6700,10.65,0,0.17,0,4
24,81996,3,1.0,0,C,4000,12.53,0,0.05,0,4
26,82000,3,2.0,1,C,4000,13.48,0,0.05,0,2
26,34000,0,5.0,1,B,5500,10.65,1,0.16,0,3
23,92000,3,2.0,1,A,4000,5.42,0,0.04,0,2
24,93000,3,8.0,3,A,4000,5.42,0,0.04,0,2
24,95000,3,0.0,1,A,4000,7.9,0,0.04,0,4
23,95000,3,7.0,1,B,4000,11.49,0,0.04,0,3
23,40000,2,1.0,5,B,15000,12.42,0,0.38,0,4
24,40000,0,3.0,1,B,6400,9.91,0,0.16,0,4
26,98000,3,3.0,5,A,4000,9.32,0,0.04,0,2
22,40000,0,6.0,3,A,7500,7.51,0,0.19,0,3
23,88000,3,4.0,2,A,4000,7.14,1,0.05,0,4
24,40000,0,8.0,0,A,4500,6.62,0,0.11,0,3
22,40000,0,3.0,0,A,2000,7.9,0,0.05,0,2
21,40000,2,0.0,1,C,2500,14.27,0,0.06,0,2
26,34000,0,3.0,3,D,4000,17.58,1,0.12,0,3
26,130000,3,0.0,1,B,4000,10.99,0,0.03,0,3
24,118068,3,0.0,0,B,4000,10.51,1,0.03,0,3
26,131000,3,10.0,2,C,4000,12.84,0,0.03,1,3
21,40000,0,5.0,4,A,5000,6.62,0,0.13,0,2
26,158000,3,0.0,2,D,4000,14.84,1,0.03,0,3
24,15000,3,8.0,0,C,4200,13.11,1,0.28,1,2
24,40000,0,6.0,5,B,10000,9.91,0,0.25,0,3
23,21600,3,0.0,4,C,4200,15.23,0,0.19,0,4
22,22560,3,3.0,4,D,4200,15.2,1,0.19,1,4
23,40000,0,7.0,3,A,4000,7.51,0,0.1,0,2
25,24996,3,1.0,4,C,4200,14.26,0,0.17,1,2
24,26000,3,0.0,4,E,4200,16.0,1,0.16,0,2
26,30000,3,3.0,4,B,4200,9.91,0,0.14,0,4
26,30000,3,1.0,1,D,4200,16.49,1,0.14,0,3
